product_id,product_name,description
981,Product 981,A lightweight laptop suitable for productivity and entertainment.
982,Product 982,A high-performance smartphone with a large screen and fast processor.
983,Product 983,A lightweight laptop suitable for productivity and entertainment.
984,Product 984,A high-performance smartphone with a large screen and fast processor.
985,Product 985,A lightweight laptop suitable for productivity and entertainment.
986,Product 986,A high-performance smartphone with a large screen and fast processor.
987,Product 987,A lightweight laptop suitable for productivity and entertainment.
988,Product 988,A high-performance smartphone with a large screen and fast processor.
989,Product 989,A lightweight laptop suitable for productivity and entertainment.
990,Product 990,A high-performance smartphone with a large screen and fast processor.
991,Product 991,A lightweight laptop suitable for productivity and entertainment.
992,Product 992,A high-performance smartphone with a large screen and fast processor.
993,Product 993,A lightweight laptop suitable for productivity and entertainment.
994,Product 994,A high-performance smartphone with a large screen and fast processor.
995,Product 995,A lightweight laptop suitable for productivity and entertainment.
996,Product 996,A high-performance smartphone with a large screen and fast processor.
997,Product 997,A lightweight laptop suitable for productivity and entertainment.
998,Product 998,A high-performance smartphone with a large screen and fast processor.
999,Product 999,A lightweight laptop suitable for productivity and entertainment.
1000,Product 1000,A high-performance smartphone with a large screen and fast processor.
